id,title,cover_url,reason
6b83b4bd-653e-4d19-a51c-21922f8f6bf6,The harden criminal in the village,https://africanstorybook.org/illustrations/covers/39834.png,HTTPError: 404 Client Error: Not Found for url: https://africanstorybook.org/illustrations/covers/39834.png
