group_no,matched_by,id,source_platform,title,cover_url,유지추천,추천근거,표지해상도(px),비고
47,title,a76eb254-fb11-47a9-bdee-d0d58bdd7b38,african_storybook,Azizi the Doll,https://africanstorybook.org/illustrations/covers/9748.png,,,38400,
48,title,7139266e-142b-40d6-89b6-b863d0237f92,african_storybook,Bathtub Safari,https://africanstorybook.org/illustrations/covers/9117.png,,,38400,
48,title,e50bd660-92c8-4938-b342-b43409bdb99f,book_dash,Bathtub Safari,https://bookdash.github.io/bookdash-books/bathtub-safari/en/images/cover.jpg,Y,오디오 보유,610700,
49,both,2bf7afb3-1676-4584-9f5b-869f24382cfa,african_storybook,Bird Hunters,https://africanstorybook.org/illustrations/covers/23936.png,,팀장 판단(해상도 동률 2권),38400,
49,both,9a386b81-8fde-4052-9f95-6087a0f33184,african_storybook,Bird Hunters,https://africanstorybook.org/illustrations/covers/9934.png,,팀장 판단(해상도 동률 2권),38400,
50,both,0e56cccd-1a40-4e4c-ab5a-3ba6be875f9f,african_storybook,Bohlale's adventure,https://africanstorybook.org/illustrations/covers/37033.png,,팀장 판단(해상도 동률 2권),38400,
50,both,4114209b-bc43-4ade-b09c-24b1a1ef3b6a,african_storybook,Bohlale's adventure,https://africanstorybook.org/illustrations/covers/36820.png,,팀장 판단(해상도 동률 2권),38400,
51,title,6a425443-d060-40f3-8195-38aee478f48c,bloom,Busy Ants,https://s3.amazonaws.com/bloomharvest/aliyaraj334%40gmail.com%2f22785a51-5eeb-421f-a52d-0e1fa47ad35f%2fbloomdigital%2f1052-busy-ants_Page_02_Image_0001.png,,,171600,
51,title,c48a4d20-b6ea-4020-8a96-7115b4074645,gdl,Busy ants,https://content.digitallibrary.io/wp-content/uploads/2022/03/httpsdigitallibrary.iowp-contentuploads20201015481-7c82e3c3967af7cd0fc0bc6c6c18d468-2393156f9478aff8deff1bb8928afea6.jpg,Y,최대 해상도,440181,
52,cover,9b6cc5eb-9c70-4e0c-b213-e4e5577245ef,african_storybook,Can you see them?,https://africanstorybook.org/illustrations/covers/32011.png,,팀장 판단(해상도 동률 2권),38400,
52,cover,02e6e2cb-9607-418b-a708-acc580d1b883,african_storybook,Where Is...?,https://africanstorybook.org/illustrations/covers/22681.png,,팀장 판단(해상도 동률 2권),38400,
53,title,a2adff2c-5106-4cd1-9129-287aef3d25c2,gdl,Catch that Cat,https://content.digitallibrary.io/wp-content/uploads/2023/04/35393-02a526e3718a8a48210b48220f03776d-coverImage.jpeg,,,62920,
53,title,56027756-fc5d-45f9-8b8c-fe33727e6089,book_dash,Catch That Cat!,https://zuwbshdvpnranzheswdn.supabase.co/storage/v1/object/public/book-covers/bookdash-catch-that-cat.webp,Y,book_dash,360000,
54,cover,5448655a-a11b-4243-999b-c21a3bd37fd1,african_storybook,Chiefs Versus Aces,https://africanstorybook.org/illustrations/covers/21412.png,,팀장 판단(해상도 동률 2권),38400,
54,cover,2b90bc26-0951-450b-8681-8f9248243679,african_storybook,Soccer Game Chiefs and Aces,https://africanstorybook.org/illustrations/covers/9827.png,,팀장 판단(해상도 동률 2권),38400,
55,title,0155f30d-3020-48d8-b39c-4f3c5c48695a,bloom,Clouds,https://s3.amazonaws.com/bloomharvest/wubuy.edu%40gmail.com%2faa66ad93-d1a3-4f4e-996c-3b98d7b77765%2fbloomdigital%2fvpjhbdsc.1sh.png,Y,최대 해상도,389520,
55,title,88831d12-c665-4a69-afb4-3e2a31ce69da,african_storybook,Clouds,https://africanstorybook.org/illustrations/covers/2122.png,,,38400,
56,title,4cfebf70-984b-40dd-b4da-6da41b235f18,gdl,Colorful Birds,https://content.digitallibrary.io/wp-content/uploads/2023/04/35512-02a526e3718a8a48210b48220f03776d-coverImage.jpeg,Y,최대 해상도,440271,
56,title,f0de905d-d804-452f-83c0-a6d0642dbc5a,gdl,Colourful Birds,https://content.digitallibrary.io/wp-content/uploads/2022/03/httpsdigitallibrary.iowp-contentuploads20201021205-7c82e3c3967af7cd0fc0bc6c6c18d468-9fe2b712b698ef09d2c8e5f4fe1a82d2.jpg,,,440181,
57,identical_file+cover+title,31617e8a-708e-4718-b2cf-c7e95e3f697c,bloom,Colours of Nature,https://s3.amazonaws.com/bloomharvest/okuukeremetbooks%40gmail.com%2fade8e83d-9b2a-4bd5-8404-e0a4385a9113%2fbloomdigital%2fSWPB_114-colours-of-nature_Page_02_Image_0001.png,,팀장 판단(해상도 동률 2권),193200,
57,identical_file+cover+title,eb1af9d3-cda7-4725-8ac7-5ecf9620b871,bloom,Colours of Nature,https://s3.amazonaws.com/bloomharvest/cara_ediger%40sil-lead.org%2f1b7a882c-9de5-49e5-af0a-007b7d315d3c%2fbloomdigital%2fSWPB_114-colours-of-nature_Page_02_Image_0001.png,,팀장 판단(해상도 동률 2권),193200,
58,title,ca5f6f07-3448-4d64-b6a1-f60b4860db3e,african_storybook,"Come Back, Cat",https://africanstorybook.org/illustrations/covers/9125.png,,,38400,
58,title,f35dd8ae-2408-46c0-8794-f7e931abddab,book_dash,"Come Back, Cat!",https://bookdash.github.io/bookdash-books/come-back-cat/en/images/cover.jpg,Y,오디오 보유,620944,
59,title,922b681b-882b-44fc-80fd-7b9fdce571d0,gdl,Curious Baby Elephant,https://content.digitallibrary.io/wp-content/uploads/2022/03/httpsdigitallibrary.iowp-contentuploads20201014577-7c82e3c3967af7cd0fc0bc6c6c18d468-c0db56b02a147aaf42ceff6aaf9233e1.jpg,Y,최대 해상도,345600,
59,title,e7348182-dcbc-426d-a089-33aa393a213a,bloom,Curious baby elephant,https://s3.amazonaws.com/bloomharvest/marian_hagg%40sil.org%2f1ac0266a-60eb-4838-a25c-68ff3d5ebbae%2fbloomdigital%2fCurious_baby_elephant_Page_02_Image_1.png,,,261763,
60,title,0a628df6-3816-4f1a-8d1a-aa7a0f8c53cb,gdl,"Dance, Mihlali!",https://content.digitallibrary.io/wp-content/uploads/2022/08/26286-d05e2c60b94c428e076fbad0f2cc2778-coverImage.png,,,262845,
60,title,cdd9d224-fe05-4f19-8b91-e1517bfb8e76,book_dash,"Dance, Mihlali!",https://zuwbshdvpnranzheswdn.supabase.co/storage/v1/object/public/book-covers/bookdash-dance-mihlali.webp,Y,오디오 보유,363600,
61,title,95be288f-2150-40d9-8f63-34af248c440d,bloom,Dancing,https://s3.amazonaws.com/bloomharvest/j.l.schafer80%40gmail.com%2f22e8ca3b-9cb6-465a-b3ab-5eb0753aab92%2fbloomdigital%2fM_ASP_30%20Dancing_Page_2_Image_0001.png,Y,최대 해상도,516961,
61,title,b829175a-a379-49d5-92da-5dc3402424e1,african_storybook,Dancing,https://africanstorybook.org/illustrations/covers/2183.png,,,38400,
62,cover,a6e96eff-de0c-4e9d-806e-e9af7ef79616,african_storybook,Day I left home for the city,https://africanstorybook.org/illustrations/covers/15029.png,,팀장 판단(해상도 동률 2권),38400,
62,cover,6b1bf2a3-09d6-442b-952e-1f39d08d58d6,african_storybook,Going To The Big City,https://africanstorybook.org/illustrations/covers/21398.png,,팀장 판단(해상도 동률 2권),38400,
63,cover,4952e655-47ab-4202-88b6-0f4a7abdc3e3,gdl,Didi and the Colorful Treasure,https://content.digitallibrary.io/wp-content/uploads/2022/03/httpsdigitallibrary.iowp-contentuploads20210537986-02a526e3718a8a48210b48220f03776d-coverImage.jpeg,,,440181,
63,cover,f2d18625-af56-4203-a499-c51a299b2df4,bloom,Didi's knowledge,https://s3.amazonaws.com/bloomharvest/5qSVBXb0Hn%2f1767768466822%2fbloomdigital%2fSWPB_333-didi-s-knowledge_Page_01_Image_0001.png,Y,최대 해상도,785306,
64,identical_file+title,bd4f2477-69ac-477a-9705-6b80f8b49367,gdl,Disability Is Not Inability,https://content.digitallibrary.io/wp-content/uploads/2022/03/httpsdigitallibrary.iowp-contentuploads20201014505-7c82e3c3967af7cd0fc0bc6c6c18d468-0b9cefec62fd3118a6578d97b0824c26.jpg,Y,최대 해상도 (표지 오적재 판 제외),345600,
64,identical_file+title,d097ab0b-754d-4dd6-9a78-a60235914dfb,bloom,Disability is not inability,https://s3.amazonaws.com/bloomharvest/farhad%40foundationsduhok.com%2fb700877a-f0e4-483b-8e9a-e1b4cd726022%2fbloomdigital%2fimage2.jpg,,,358200,표지 재적재 필요
65,cover,613f4c80-a60f-4c42-9159-a66fabf0d1f0,african_storybook,Duma says wash your hands!,https://africanstorybook.org/illustrations/covers/35268.png,,팀장 판단(해상도 동률 2권),38400,
65,cover,71d0c7aa-b728-495d-8b02-158fc8fed09b,african_storybook,Duma says wear a mask!,https://africanstorybook.org/illustrations/covers/35267.png,,팀장 판단(해상도 동률 2권),38400,
66,title,0ec7dceb-698d-4469-8595-83200cacab71,gdl,Egg,https://content.digitallibrary.io/wp-content/uploads/2023/04/35059-02a526e3718a8a48210b48220f03776d-coverImage.jpeg,,,660000,
66,title,c478f548-1cfd-4ab3-8477-24e4c0abc278,book_dash,Egg,https://zuwbshdvpnranzheswdn.supabase.co/storage/v1/object/public/book-covers/bookdash-egg.webp,Y,오디오 보유,360000,
67,cover,a20ede67-608b-468e-b1f3-bbd82bcb6286,african_storybook,Fana And Her Animals,https://africanstorybook.org/illustrations/covers/21004.png,,팀장 판단(해상도 동률 2권),38400,
67,cover,6d1c0d18-21d0-4012-bfc6-db261825ac44,african_storybook,Fana Loves Animals,https://africanstorybook.org/illustrations/covers/21396.png,,팀장 판단(해상도 동률 2권),38400,
68,title,33a49ad1-c210-437f-aa9d-56993bfa43af,bloom,Fat King Thin Dog,https://s3.amazonaws.com/bloomharvest/cara_ediger%40sil-lead.org%2f8f0e7b55-73c4-41b0-9095-65d25ece1f2f%2fbloomdigital%2fSWPB_20_fat-king-thin-dog_Page_02_Image_0001.jpg,,,324600,
68,title,80e15d9a-38a5-4ff1-afdf-b70bd2276424,gdl,Fat King Thin Dog,https://content.digitallibrary.io/wp-content/uploads/2022/06/httpsdigitallibraryio.comwp-contentuploads20201015583-7c82e3c3967af7cd0fc0bc6c6c18d468-203f42d071384a90f2d64cb233e747d5.jpg,Y,최대 해상도,903378,
69,title,5f6c5d5c-1c8e-47bc-991c-a0998f71da4c,african_storybook,Fire on the mountain,https://africanstorybook.org/illustrations/covers/36667.png,,,38400,
69,title,b0283a0b-5836-498f-9086-70e81e7c91c2,african_storybook,Fire on the mountain,https://zuwbshdvpnranzheswdn.supabase.co/storage/v1/object/public/book-covers/asb-32179.png,Y,최대 해상도,298116,
70,title,3cb2f300-24d8-413f-90ab-b7e29ef97d5e,gdl,Foxy Joxy Plays a Trick,https://content.digitallibrary.io/wp-content/uploads/2022/03/httpsdigitallibrary.iowp-contentuploads20210436534-2d53fe4545becd5d894854649e3e2f40-image_1.jpg,,,440181,
70,title,e6fc9794-5ba4-4aa0-b157-1c1ff1d7212a,book_dash,Foxy Joxy Plays a Trick,https://zuwbshdvpnranzheswdn.supabase.co/storage/v1/object/public/book-covers/bookdash-foxy-joxy-plays-a-trick.webp,Y,오디오 보유,321489,
71,both,3a999f45-8ace-45ac-831a-db5875499c68,african_storybook,Fruits of Freedom,https://africanstorybook.org/illustrations/covers/19885.png,,팀장 판단(해상도 동률 2권),38400,
71,both,ecdc2c27-82ab-4de8-8210-174e83b7731d,african_storybook,Fruits of freedom,https://africanstorybook.org/illustrations/covers/35550.png,,팀장 판단(해상도 동률 2권),38400,
72,title,2af45e9a-421a-4474-816a-f45808ccff89,bloom,"Goat, Dog and Cow",https://s3.amazonaws.com/bloomharvest/chrisndingu34%40gmail.com%2f1e05b104-7886-4654-829e-29863d35b831%2fbloomdigital%2fGoat%20Dog%20Cow%201.png,Y,최대 해상도,518400,
72,title,de3e9bf0-066a-4729-a059-11e428830a33,african_storybook,"Goat, Dog and Cow",https://africanstorybook.org/illustrations/covers/31498.png,,,38400,
73,cover,a0b4b09c-1322-4300-9955-a0571c28c320,gdl,Grandma's Bananas,https://content.digitallibrary.io/wp-content/uploads/2022/03/httpsdigitallibrary.iowp-contentuploads20201014445-7c82e3c3967af7cd0fc0bc6c6c18d468-3ff44ccbcaaff970d87d46d5fd3dd818.jpg,Y,최대 해상도,345600,
73,cover,a0e6ead1-6497-49dd-a954-7e71964f3c76,african_storybook,I Learnt A Lesson,https://africanstorybook.org/illustrations/covers/21792.png,,,38400,
74,cover,bd687d90-1ced-4a40-a939-e40dca3a6176,african_storybook,Grandmother's Stories,https://africanstorybook.org/illustrations/covers/19109.png,,팀장 판단(해상도 동률 2권),38400,
74,cover,a1a0ebe8-fd75-4e91-84f6-63664a19a92f,african_storybook,"Grandmother, Hare And Elephant",https://africanstorybook.org/illustrations/covers/20883.png,,팀장 판단(해상도 동률 2권),38400,
75,title,c0ca9816-36ee-433e-8381-1a1d7712fc3f,book_dash,Grandpa's Gold,https://bookdash.github.io/bookdash-books/grandpas-gold/en/images/cover.jpg,Y,오디오 보유,620944,
75,title,f5c3ab88-f9ad-4c6f-803f-b8adb31d5f12,gdl,Grandpa's Gold,https://content.digitallibrary.io/wp-content/uploads/2023/04/35279-d05e2c60b94c428e076fbad0f2cc2778-coverImage.png,,,236610,
76,title,a07ea78a-8ec2-4ef0-bb5a-44168d7b8882,bloom,Happy and Sad,https://s3.amazonaws.com/bloomharvest/cara_ediger%40sil-lead.org%2fb01521d4-d283-46be-8ebc-91eb93147d16%2fbloomdigital%2fSWPB_57-happy-and-sad-tell-me-now-series_Page_02_Image_0001.png,Y,최대 해상도,193200,
76,title,c697f90d-2eab-4251-b87a-d244f8d6bd86,african_storybook,Happy and Sad,https://africanstorybook.org/illustrations/covers/1904.png,,,38400,
77,cover,ea8264e3-684d-425a-a3c8-eb0f00536f64,african_storybook,Hare And Hyena,https://africanstorybook.org/illustrations/covers/9796.png,,팀장 판단(해상도 동률 2권),38400,
77,cover,80ea6bcc-d82f-4a01-9134-c414abd4a405,african_storybook,Hare And Hyena Grow Crops,https://africanstorybook.org/illustrations/covers/20885.png,,팀장 판단(해상도 동률 2권),38400,
78,title,1619dcb3-b519-4148-a436-62afe2bc597b,gdl,Hello,https://content.digitallibrary.io/wp-content/uploads/2023/04/35468-d05e2c60b94c428e076fbad0f2cc2778-coverImage.png,,,240975,
78,title,952a8b40-7487-4259-9d4e-f2c093dff525,book_dash,Hello,https://zuwbshdvpnranzheswdn.supabase.co/storage/v1/object/public/book-covers/bookdash-hello.webp,Y,오디오 보유,321489,
79,title,99488d00-a42d-42a1-9572-b6600161e74b,gdl,Helping Mother,https://content.digitallibrary.io/wp-content/uploads/2023/04/35281-d05e2c60b94c428e076fbad0f2cc2778-coverImage.png,Y,최대 해상도,346500,
79,title,3191704c-e927-45f2-afeb-cec04d567cbc,gdl,Helping Others,https://content.digitallibrary.io/wp-content/uploads/2022/03/httpsdigitallibrary.iowp-contentuploads20210941114-02a526e3718a8a48210b48220f03776d-coverImage.jpeg,,,298196,
80,cover,29838a6a-f4b7-4294-8ba1-59795bed093c,african_storybook,Henry Had No Home,https://africanstorybook.org/illustrations/covers/21378.png,,팀장 판단(해상도 동률 2권),38400,
80,cover,14507019-1eeb-4d31-9058-727f2954da99,african_storybook,My Brothers and I,https://africanstorybook.org/illustrations/covers/14239.png,,팀장 판단(해상도 동률 2권),38400,
81,cover,6bfbb68a-8ffe-4b1f-a289-435553acc8c4,gdl,Holidays With Grandmother,https://content.digitallibrary.io/wp-content/uploads/2022/03/httpsdigitallibrary.iowp-contentuploads20201014531-7c82e3c3967af7cd0fc0bc6c6c18d468-3ff226f4cc0bdad480bbfa8bea945d13.jpg,Y,최대 해상도,345600,
81,cover,84a59101-ded0-454a-8877-a0a71df94240,african_storybook,Visiting Grandmother,https://africanstorybook.org/illustrations/covers/21448.png,,,38400,
82,title,9c60ca6d-7112-47cf-a3b1-68f398690cb2,african_storybook,Home Alone,https://africanstorybook.org/illustrations/covers/31637.png,,팀장 판단(해상도 동률 2권),38400,
82,title,b0a9ccb5-9a7d-42b1-8981-585166bf657f,african_storybook,Home Alone,https://africanstorybook.org/illustrations/covers/22742.png,,팀장 판단(해상도 동률 2권),38400,
83,title,27c84efc-f68a-4a76-bef1-17acfbcc5a19,book_dash,How About You?,https://bookdash.github.io/bookdash-books/how-about-you/en/images/cover.jpg,Y,오디오 보유,620944,
83,title,bc724ff7-9115-4974-aa67-f74b7cbd882c,african_storybook,How About You?,https://africanstorybook.org/illustrations/covers/15340.png,,,38400,
84,title,24b4eee5-24f6-4f92-8ab2-f70c757c2c19,bloom,How Ant Saved Dove,https://s3.amazonaws.com/bloomharvest/intern%40littlezebrabooks.com%2fb8b72cfb-8922-41c0-a168-a9c6fd299318%2fbloomdigital%2fAnt%201.png,Y,최대 해상도,358801,
84,title,8ee81db7-e020-4192-b455-4ed268db462d,gdl,How Ant Saved Dove,https://content.digitallibrary.io/wp-content/uploads/2022/03/httpsdigitallibrary.iowp-contentuploads20201014439-7c82e3c3967af7cd0fc0bc6c6c18d468-b9d81c404a7f7a36a20dc824157799cf.jpg,,,345600,
85,both,859f618c-1cb2-47a4-b65f-d239f46c5af0,gdl,How Do Aeroplanes Fly?,https://content.digitallibrary.io/wp-content/uploads/2022/03/httpsdigitallibrary.iowp-contentuploads20201015839-7c82e3c3967af7cd0fc0bc6c6c18d468-67ca257395978a47098fbccbfefac1a1.jpg,,팀장 판단(해상도 동률 2권),441140,
85,both,b82ed0b4-7e26-491e-8ade-0817b8b967c7,gdl,How do Airplanes Fly?,https://content.digitallibrary.io/wp-content/uploads/2023/04/35101-02a526e3718a8a48210b48220f03776d-coverImage.jpeg,,팀장 판단(해상도 동률 2권),441140,
86,title,3cb0279f-e003-4ab8-b0b5-82452bc6735b,gdl,How Do You Sleep?,https://content.digitallibrary.io/wp-content/uploads/2023/04/35223-02a526e3718a8a48210b48220f03776d-coverImage.jpeg,,,141834,
86,title,40d0c8d8-4105-4f11-b537-af9f228fc944,book_dash,How do you sleep?,https://zuwbshdvpnranzheswdn.supabase.co/storage/v1/object/public/book-covers/bookdash-how-do-you-sleep.webp,Y,book_dash,360000,
87,title,353c8f3d-7933-4b0e-9bd3-0f916f3fee93,bloom,How do you want your eggs?,https://s3.amazonaws.com/bloomharvest/vsgb9DGb0k%2f1747111713606%2fbloomdigital%2fhow-do-you-want-your-eggs_page2%20%281280p%29.jpg,,,819200,
87,title,c00bcc44-4c53-4972-a7a3-15c81082281d,book_dash,How do you want your eggs?,https://zuwbshdvpnranzheswdn.supabase.co/storage/v1/object/public/book-covers/bookdash-how-do-you-want-your-eggs.webp,Y,오디오 보유,360000,
88,title,2dd818e1-4b4f-45eb-8730-d6a7ed40793c,bloom,How to Catch the Wind,https://s3.amazonaws.com/bloomharvest/3CAbXV6Vr7%2f1765465792648%2fbloomdigital%2fPicture1.jpg,,,298242,
88,title,5338ad48-80af-4284-bcb1-041803948193,bloom,How to Catch the Wind,https://s3.amazonaws.com/bloomharvest/5GlpE461Ib%2f1772777186214%2fbloomdigital%2fPicture2.jpg,Y,최대 해상도,719719,
89,title,116f5a2b-bc0f-4315-bede-c603b4436ae0,bloom,How to Tame a Monster,https://s3.amazonaws.com/bloomharvest/e8MeGx4VAe%2f1743855703201%2fbloomdigital%2fhow-to-tame-a-monster_page2%20%281280p%29.jpg,,,819200,
89,title,4bfa8594-c4a7-417e-ab73-b6d29c6e1cf6,book_dash,How to Tame a Monster,https://zuwbshdvpnranzheswdn.supabase.co/storage/v1/object/public/book-covers/bookdash-how-to-tame-a-monster.webp,Y,오디오 보유,360000,
90,cover,3a6c82ee-dda8-448c-9455-8cd8af26b597,african_storybook,Hyena and Monkey,https://africanstorybook.org/illustrations/covers/20155.png,,팀장 판단(해상도 동률 2권),38400,
90,cover,3c548eb3-26c1-4769-9304-98206b16c9d7,african_storybook,Monkey And Hyena,https://africanstorybook.org/illustrations/covers/21395.png,,팀장 판단(해상도 동률 2권),38400,
91,cover,39bfd8c9-10bb-4111-b8ad-6427973245ac,bloom,I Can,https://s3.amazonaws.com/bloomharvest/mstr.jg%40gmail.com%2f1f3f6013-b9fc-4652-9637-71291cef5143%2fbloomdigital%2f1%20I%20smell%20%28Large%29.jpg,,팀장 판단(해상도 동률 2권),313800,
91,cover,e24df248-22a8-4e0c-919b-fb8299a495b3,bloom,I Can Do,https://s3.amazonaws.com/bloomharvest/educationforlife%40sil.org%2f6cf3a8db-eed5-40ec-80f1-d686964b2e43%2fbloomdigital%2f1%20I%20smell%20%28Large%29.jpg,,팀장 판단(해상도 동률 2권),313800,
92,title,9740707d-dce8-4132-ac9a-12690d8b3c37,gdl,I Can Help!,https://content.digitallibrary.io/wp-content/uploads/2022/03/httpsdigitallibrary.iowp-contentuploads20201015609-7c82e3c3967af7cd0fc0bc6c6c18d468-a9ed068608a710f037e63788bcb8cbd9.jpg,Y,최대 해상도,440181,
92,title,e44bf88a-3f5f-4c05-a737-386bdffa4b4d,bloom,I Can Help!,https://s3.amazonaws.com/bloomharvest/okuukeremetbooks%40gmail.com%2f43f98ac5-0061-40a5-969e-dbec2f5d6cb4%2fbloomdigital%2fM_PB_10-i-can-help_Page_02_Image_0001.png,,,171600,
93,title,7c9a57c5-155d-46bc-9e39-b46ca851d7d3,bloom,I Can Make Things!,https://s3.amazonaws.com/bloomharvest/Mnwi5OU2jI%2f1767769581077%2fbloomdigital%2fSWPB_68-i-can-make-things_Page_02_Image_1.png,Y,최대 해상도,782080,
93,title,8e70dcc7-8424-479e-9816-7a4ee99175a7,gdl,I Can Make Things!,https://content.digitallibrary.io/wp-content/uploads/2022/03/httpsdigitallibrary.iowp-contentuploads20201015539-7c82e3c3967af7cd0fc0bc6c6c18d468-62167a3a31cce579b568b6c10270f633.jpg,,,440181,
94,title,1b77f024-7453-4fe9-8882-0294919a27ef,african_storybook,Is There Anyone Like Me?,https://africanstorybook.org/illustrations/covers/15363.png,,,38400,
94,title,83029b02-3c43-4984-9b1a-29097fce4cba,book_dash,Is There Anyone Like Me?,https://bookdash.github.io/bookdash-books/is-there-anyone-like-me/en/images/cover.jpg,Y,오디오 보유,630400,
95,cover,ffc12f0d-ba73-4d91-be53-3c096da1b082,african_storybook,Keeper and His Nursery,https://africanstorybook.org/illustrations/covers/13025.png,,,38400,
95,cover,59fdcac6-e072-408b-93a6-3bcb514c19c1,gdl,Keeper And His Special Nursery,https://content.digitallibrary.io/wp-content/uploads/2022/03/httpsdigitallibrary.iowp-contentuploads20201014557-7c82e3c3967af7cd0fc0bc6c6c18d468-8c50180efb7633035711b63822eac87c.jpg,Y,최대 해상도,345600,
96,cover,5e263dc9-5691-417d-a49d-aa74b8c25d97,african_storybook,Khosi the School Librarian,https://africanstorybook.org/illustrations/covers/40795.png,,팀장 판단(해상도 동률 2권),38400,
96,cover,a4747a53-dd60-4716-843f-d1eeada790bd,african_storybook,Things I Do at School,https://africanstorybook.org/illustrations/covers/22116.png,,팀장 판단(해상도 동률 2권),38400,
97,cover,789842ed-4652-481b-b118-cdaf72c4995e,african_storybook,Kids Who Care,https://africanstorybook.org/illustrations/covers/35213.png,,팀장 판단(해상도 동률 2권),38400,
97,cover,08a8c5f4-07d9-4240-9d7c-fc1726771191,african_storybook,What can we do?,https://africanstorybook.org/illustrations/covers/35254.png,,팀장 판단(해상도 동률 2권),38400,
98,title,88d6fd63-139b-469c-87da-06ed49f80e72,gdl,Knight Times,https://content.digitallibrary.io/wp-content/uploads/2023/04/35011-02a526e3718a8a48210b48220f03776d-coverImage.jpeg,,,360000,
98,title,f50cd955-b36f-469e-8239-e30ff007a629,book_dash,Knight Times,https://zuwbshdvpnranzheswdn.supabase.co/storage/v1/object/public/book-covers/bookdash-knight-times.webp,Y,오디오 보유,321489,
99,both,1252ee12-ec89-4377-8b66-04259aae2b24,book_dash,Lara the Yellow Ladybird,https://bookdash.github.io/bookdash-books/lara-the-yellow-ladybird/en/images/cover.jpg,Y,오디오 보유,620944,
99,both,46745157-19a0-4bd9-b94d-f2dd3f9a8788,gdl,Lara the Yellow Ladybird,https://content.digitallibrary.io/wp-content/uploads/2023/04/35361-d05e2c60b94c428e076fbad0f2cc2778-coverImage.png,,,1412400,
100,title,54a7b2a4-48d1-4214-a03f-9a88e7a28887,gdl,Lebo and Gogo's Tea Party,https://content.digitallibrary.io/wp-content/uploads/2023/04/35706-02a526e3718a8a48210b48220f03776d-coverImage.jpeg,,,785160,
100,title,cf3733f9-5fb2-410a-90a8-2322e25ae2f3,book_dash,Lebo and Gogo’s Tea Party,https://zuwbshdvpnranzheswdn.supabase.co/storage/v1/object/public/book-covers/bookdash-lebo-and-gogos-tea-party.webp,Y,오디오 보유,360000,
101,title,d45be6f3-e462-4b64-8612-860930271929,gdl,Let's Be Friends,https://content.digitallibrary.io/wp-content/uploads/2023/04/35415-02a526e3718a8a48210b48220f03776d-coverImage.jpeg,,,2233526,
101,title,a8aa157b-cbd6-4e85-bdec-2fca0a8f0671,book_dash,Let’s be Friends,https://zuwbshdvpnranzheswdn.supabase.co/storage/v1/object/public/book-covers/bookdash-lets-be-friends.webp,Y,오디오 보유,360000,
102,title,876e79a2-94ad-4ffd-b3b7-1f6402dbc24c,gdl,Let's Fly,https://content.digitallibrary.io/wp-content/uploads/2022/03/httpsdigitallibrary.iowp-contentuploads20201021531-7c82e3c3967af7cd0fc0bc6c6c18d468-5f3e3d32f815cf193f3c2d08823359cc.jpg,Y,최대 해상도,501760,
102,title,79bbf1dc-eec1-4a7a-abde-ccd55a6da314,african_storybook,Let's fly!,https://africanstorybook.org/illustrations/covers/37129.png,,,38400,
103,cover,dc5ebe8d-9d12-45c3-98ab-d10ab4317849,african_storybook,Letter to Mum,https://africanstorybook.org/illustrations/covers/2134.png,,팀장 판단(해상도 동률 2권),38400,
103,cover,fbd13503-0242-488f-b3e8-6e8b228397dd,african_storybook,Waiting For Baby,https://africanstorybook.org/illustrations/covers/21452.png,,팀장 판단(해상도 동률 2권),38400,
104,title,1d657bdc-8960-408b-b4d8-9a8ecf4492e4,gdl,Listen to My Body,https://content.digitallibrary.io/wp-content/uploads/2023/04/35524-02a526e3718a8a48210b48220f03776d-coverImage.jpeg,Y,최대 해상도,440181,
104,title,de167412-67fd-4a2a-a5e7-c14faba05983,bloom,Listen to my Body,https://s3.amazonaws.com/bloomharvest/librarian%40bloomlibrary.org%2f46326cbb-ba36-4691-9754-c1585bd0adc2%2fbloomdigital%2fListen%20to%20My%20Body_Page%2002.jpg,,,330600,
105,title,bc79b86e-09c9-4bc4-898f-3653f0cafa45,book_dash,Little Ant's Big Plan,https://bookdash.github.io/bookdash-books/little-ants-big-plan/en/images/cover.jpg,Y,오디오 보유,2480625,
105,title,ea8959ef-8031-4490-a0d7-c1a7b18e370c,african_storybook,Little Ant's Big Plan,https://africanstorybook.org/illustrations/covers/15459.png,,,38400,
106,title,a58e31bf-f436-4180-bee3-9570b44cc7ee,bloom,Little Dog,https://s3.amazonaws.com/bloomharvest/bethann_carlson%40sil.org%2fca4bde0c-7a5b-47a6-9b02-7b7f70afed3a%2fbloomdigital%2fimage.png,Y,최대 해상도,270336,
106,title,d88111a3-fc33-4b32-8e72-378c24c6a9ea,african_storybook,Little Dog,https://africanstorybook.org/illustrations/covers/2387.png,,,38400,
107,title,1d128e9d-5313-4fc9-a555-3ad2d4743e0f,book_dash,Little Goat,https://zuwbshdvpnranzheswdn.supabase.co/storage/v1/object/public/book-covers/bookdash-little-goat.webp,Y,book_dash,321489,
107,title,42f00bf9-eab1-4cb4-99e7-f94cab7b25e4,gdl,Little Goat,https://content.digitallibrary.io/wp-content/uploads/2023/04/34798-d05e2c60b94c428e076fbad0f2cc2778-coverImage.png,,,157896,
108,both,6beab748-117c-4f5b-9c76-eeb7bd556d1f,african_storybook,Little Jojo's Long Tall Tale,https://africanstorybook.org/illustrations/covers/20147.png,,팀장 판단(해상도 동률 2권),38400,
