id,coverN,old_cover_url
a9a94cc2-95fa-420c-834b-10e62eb45eee,37842,"https://africanstorybook.org/illustrations/covers/37842.png"
4ee88cf7-afd6-4286-a662-bd4f8350be1d,37860,"https://africanstorybook.org/illustrations/covers/37860.png"
d4ae1a6a-a9f1-43d2-bc0f-29b613549871,37863,"https://africanstorybook.org/illustrations/covers/37863.png"
38663e42-d5c4-45ba-93ac-091129ea37e0,37864,"https://africanstorybook.org/illustrations/covers/37864.png"
487be2dd-d7d7-42bb-8fd9-f331197676a4,37871,"https://africanstorybook.org/illustrations/covers/37871.png"
3b97c77e-e5ba-4e47-85fd-740b81c72925,37874,"https://africanstorybook.org/illustrations/covers/37874.png"
13723194-b269-4978-8e43-ec884135067f,37884,"https://africanstorybook.org/illustrations/covers/37884.png"
c0ac9240-29d5-4b62-aaf0-eef71b483de3,37885,"https://africanstorybook.org/illustrations/covers/37885.png"
fcb75912-997f-4b34-b6db-84f2dd904830,37889,"https://africanstorybook.org/illustrations/covers/37889.png"
79f6d756-7a86-4a5b-84f4-fff16016e988,37895,"https://africanstorybook.org/illustrations/covers/37895.png"
bfe8fb00-320d-4484-8e4c-c97f232bb971,37896,"https://africanstorybook.org/illustrations/covers/37896.png"
328edc48-ba96-476b-9447-ac6e5c00219c,37897,"https://africanstorybook.org/illustrations/covers/37897.png"
6d03e8ef-0ef8-4570-8d3f-174b08332f26,37900,"https://africanstorybook.org/illustrations/covers/37900.png"
b59dccc6-1866-4984-a05a-3bb4d3f76424,37901,"https://africanstorybook.org/illustrations/covers/37901.png"
793607d7-60d1-4a04-a566-b69ea335b6d2,37917,"https://africanstorybook.org/illustrations/covers/37917.png"
05b4721d-36fb-4d7c-a4eb-887bf9c54436,37925,"https://africanstorybook.org/illustrations/covers/37925.png"
3e0856cc-beb7-494d-aaa3-ddc852d9f723,37933,"https://africanstorybook.org/illustrations/covers/37933.png"
9ff08696-81c3-4ed9-95ee-ad2cf010c3de,37986,"https://africanstorybook.org/illustrations/covers/37986.png"
a88d8772-4ce8-4780-9482-b4c3157b524c,37990,"https://africanstorybook.org/illustrations/covers/37990.png"
751a6839-1955-49e3-9b37-2e9d0222446d,38084,"https://africanstorybook.org/illustrations/covers/38084.png"
c4bbd468-52e4-44d7-8891-b9092664146f,38085,"https://africanstorybook.org/illustrations/covers/38085.png"
