source_id,slug,dead_github_io_url,resourced_wp_url,webp_bytes
9c9eb452-fe46-11e5-86aa-5e5517507c66,i-can-dress-myself,https://bookdash.github.io/bookdash-books/i-can-dress-myself/en/images/cover.jpg,https://bookdash.org/wp-content/uploads/2018/05/i-can-dress-myself_en_20180430_cover.jpg,32508
9c9eb574-fe46-11e5-86aa-5e5517507c66,hugs-in-the-city,https://bookdash.github.io/bookdash-books/hugs-in-the-city/en/images/cover.jpg,https://bookdash.org/wp-content/uploads/2016/11/hugs-in-the-city_english_20161108_Page_01.jpg,14698
9c9ffed4-fe46-11e5-86aa-5e5517507c66,it-wasnt-me,https://bookdash.github.io/bookdash-books/it-wasnt-me/en/images/cover.jpg,https://bookdash.org/wp-content/uploads/2016/09/it-wasnt-me_english_20160724_Page_01.jpg,47524
9c9fffba-fe46-11e5-86aa-5e5517507c66,katiitis-song,https://bookdash.github.io/bookdash-books/katiitis-song/en/images/cover.jpg,https://bookdash.org/wp-content/uploads/2016/09/katiitis-song_english_20160910_Page_01.jpg,76076
9ca00316-fe46-11e5-86aa-5e5517507c66,the-lion-who-wouldnt-try,https://bookdash.github.io/bookdash-books/the-lion-who-wouldnt-try/en/images/cover.jpg,https://bookdash.org/wp-content/uploads/2017/02/the-lion-who-wouldnt-try_english_20170208_cover.jpg,40430
