book_id,platform,source_id,title,http_status,fetch_ok,n_text,n_image,axis_match,axis_diff,empty_pages,chars_raw,chars_billable,max_page_chars,p_numbers_contiguous,p_min,p_max,mojibake_suspect,error,flags,content_url
d83f0501-6f93-4bf7-b7f4-d55fa9988367,african_storybook,15093,Elephant's Nose,200,True,16,17,False,-1,0,1401,1401,137,True,1,16,False,,AXIS_MISMATCH,https://raw.githubusercontent.com/global-asp/asp-raw-db/master/data/15093.txt
03dde21c-1872-4fad-9fc0-072cb0b635c3,african_storybook,15394,The Lazy Cheptoo,200,True,6,7,False,-1,0,1172,1172,357,True,1,6,False,,AXIS_MISMATCH,https://raw.githubusercontent.com/global-asp/asp-raw-db/master/data/15394.txt
2553a246-6c2e-4aac-a791-cfb89c805a93,african_storybook,15410,My Brother Ken,200,True,10,11,False,-1,0,548,543,109,True,1,10,False,,AXIS_MISMATCH,https://raw.githubusercontent.com/global-asp/asp-raw-db/master/data/15410.txt
62e5ed56-31d2-4c5b-a19d-b487736050fa,african_storybook,15575,I Enjoy Doing,200,True,8,9,False,-1,0,283,283,52,True,1,8,False,,AXIS_MISMATCH,https://raw.githubusercontent.com/global-asp/asp-raw-db/master/data/15575.txt
298ae097-201c-4bf8-b4cd-b75619f0bc67,african_storybook,15750,The Friend at Night,200,True,5,6,False,-1,0,1247,1228,399,True,1,5,False,,AXIS_MISMATCH,https://raw.githubusercontent.com/global-asp/asp-raw-db/master/data/15750.txt
5f328534-f027-44be-ab80-5168182ebe63,african_storybook,15838,The Rich Fool,200,True,13,14,False,-1,0,1788,1763,321,True,1,13,False,,AXIS_MISMATCH,https://raw.githubusercontent.com/global-asp/asp-raw-db/master/data/15838.txt
3b52d389-0315-40f6-a13a-97cd96c7545a,african_storybook,15972,Neo Finds Her Pig,200,True,8,9,False,-1,0,510,504,91,True,1,8,False,,AXIS_MISMATCH,https://raw.githubusercontent.com/global-asp/asp-raw-db/master/data/15972.txt
8f3b5222-b0a2-4491-97e4-70880763d2f8,african_storybook,16120,This is Norah,200,True,8,9,False,-1,0,438,435,75,True,1,8,False,,AXIS_MISMATCH,https://raw.githubusercontent.com/global-asp/asp-raw-db/master/data/16120.txt
aaa98fd1-ece3-4053-b669-6d2758c92e78,african_storybook,16193,Mrs Rubandama the Tailor,200,True,10,11,False,-1,0,468,467,76,True,1,10,False,,AXIS_MISMATCH,https://raw.githubusercontent.com/global-asp/asp-raw-db/master/data/16193.txt
4296581d-5c5f-4ed8-85d2-5cd4a059e2d1,african_storybook,16245,The Sower,200,True,9,10,False,-1,0,1498,1478,378,True,1,9,False,,AXIS_MISMATCH,https://raw.githubusercontent.com/global-asp/asp-raw-db/master/data/16245.txt
0597e7b1-5523-46a3-abd3-515423f89c51,african_storybook,16483,Sidney's Dream,200,True,10,11,False,-1,0,2032,2019,262,True,1,10,False,,AXIS_MISMATCH,https://raw.githubusercontent.com/global-asp/asp-raw-db/master/data/16483.txt
3a754c56-7d6a-4fac-868f-10f28a0f4b1c,african_storybook,16510,Share It Fair!,200,True,15,17,False,-2,0,3309,3303,396,True,1,15,False,,AXIS_MISMATCH,https://raw.githubusercontent.com/global-asp/asp-raw-db/master/data/16510.txt
5b12b0fd-6be6-4602-8c8e-dee29b7c7ea2,african_storybook,16631,"Feet, Hands and Head!",200,True,9,10,False,-1,0,385,381,50,True,1,9,False,,AXIS_MISMATCH,https://raw.githubusercontent.com/global-asp/asp-raw-db/master/data/16631.txt
8fe58a79-b4c5-47be-9b80-28ccfe781e8a,african_storybook,17648,Rat King's Son,200,True,16,17,False,-1,0,3438,3456,367,True,1,16,False,,AXIS_MISMATCH,https://raw.githubusercontent.com/global-asp/asp-raw-db/master/data/17648.txt
9f6ead48-9d38-4a31-84f1-dfbb959c1612,african_storybook,18420,Two Little Friends,200,True,12,13,False,-1,0,930,926,126,True,1,12,False,,AXIS_MISMATCH,https://raw.githubusercontent.com/global-asp/asp-raw-db/master/data/18420.txt
45548519-0348-4d06-93aa-03ac539b4f9e,african_storybook,18773,Two Thieves,200,True,8,9,False,-1,0,535,534,100,True,1,8,False,,AXIS_MISMATCH,https://raw.githubusercontent.com/global-asp/asp-raw-db/master/data/18773.txt
eca8fd23-e1ba-402e-a9d9-c009dd20611c,african_storybook,1880,Nozibele and the three hairs,200,True,13,14,False,-1,0,2001,1988,233,True,1,13,False,,AXIS_MISMATCH,https://raw.githubusercontent.com/global-asp/asp-raw-db/master/data/1880.txt
5e3b28c7-5e20-4971-be7e-ee32697d126a,african_storybook,18892,The Lady In Orange,200,True,12,13,False,-1,0,829,825,115,True,1,12,False,,AXIS_MISMATCH,https://raw.githubusercontent.com/global-asp/asp-raw-db/master/data/18892.txt
aa54fdaa-cae7-46c2-99f2-6a816e15c0a1,african_storybook,19100,Honourable Father,200,True,10,11,False,-1,0,1206,1200,224,True,1,10,False,,AXIS_MISMATCH,https://raw.githubusercontent.com/global-asp/asp-raw-db/master/data/19100.txt
c93b434b-4f8f-403b-89e1-ec3d38d382c4,african_storybook,19194,"Hyena, Hare And Their Basins",200,True,8,9,False,-1,0,2018,1999,339,True,1,8,False,,AXIS_MISMATCH,https://raw.githubusercontent.com/global-asp/asp-raw-db/master/data/19194.txt
63feaab8-1e64-497f-b3f9-cbb6bde4f095,african_storybook,19260,Eagle's Needle,200,True,8,7,False,1,0,2370,2366,492,True,1,8,False,,AXIS_MISMATCH,https://raw.githubusercontent.com/global-asp/asp-raw-db/master/data/19260.txt
f1fce4ab-e3d0-426f-9799-171b16f21506,african_storybook,1938,Anansi and wisdom,200,True,6,7,False,-1,0,1395,1397,303,True,1,6,False,,AXIS_MISMATCH,https://raw.githubusercontent.com/global-asp/asp-raw-db/master/data/1938.txt
b71508b8-fbf5-48ab-89e3-319dedc5d981,african_storybook,19414,Clever Brother,200,True,12,13,False,-1,0,3606,3584,350,True,1,12,False,,AXIS_MISMATCH,https://raw.githubusercontent.com/global-asp/asp-raw-db/master/data/19414.txt
1dc6e2da-02f1-48e4-aecf-6945e9b1a58b,african_storybook,19421,Counting Cabbages,200,True,15,17,False,-2,0,3237,3232,289,True,1,15,False,,AXIS_MISMATCH,https://raw.githubusercontent.com/global-asp/asp-raw-db/master/data/19421.txt
48bda361-522e-4e07-8e24-7045e9ee2d8c,african_storybook,19467,Creature With Two,200,True,12,13,False,-1,0,1618,1610,189,True,1,12,False,,AXIS_MISMATCH,https://raw.githubusercontent.com/global-asp/asp-raw-db/master/data/19467.txt
a75017b1-850c-4627-a705-99c030683796,african_storybook,19470,Pig That Wouldn't Listen,200,True,12,13,False,-1,0,1528,1515,201,True,1,12,False,,AXIS_MISMATCH,https://raw.githubusercontent.com/global-asp/asp-raw-db/master/data/19470.txt
e56e6f66-55d5-4897-a77c-48b0613bebd3,african_storybook,19752,Beloved Daughter,200,True,12,13,False,-1,0,538,538,63,True,1,12,False,,AXIS_MISMATCH,https://raw.githubusercontent.com/global-asp/asp-raw-db/master/data/19752.txt
ab82c04b-b4ee-46f7-87a7-d1cfc97ae4cc,african_storybook,19761,Which Work Is The Most Important?,200,True,8,9,False,-1,0,452,456,68,True,1,8,False,,AXIS_MISMATCH,https://raw.githubusercontent.com/global-asp/asp-raw-db/master/data/19761.txt
8e81359b-4393-452d-9169-5a0530130c59,african_storybook,19762,Frog And Snake,200,True,16,17,False,-1,0,649,650,53,True,1,16,False,,AXIS_MISMATCH,https://raw.githubusercontent.com/global-asp/asp-raw-db/master/data/19762.txt
569a110f-15bc-473b-9ed8-d069fa229303,african_storybook,19766,How the Toad Got Its Skin,200,True,12,13,False,-1,0,558,558,62,True,1,12,False,,AXIS_MISMATCH,https://raw.githubusercontent.com/global-asp/asp-raw-db/master/data/19766.txt
bc67610a-ac07-4b03-945d-5b97458d626d,african_storybook,19767,Monkey and the Drought,200,True,16,17,False,-1,0,765,768,67,True,1,16,False,,AXIS_MISMATCH,https://raw.githubusercontent.com/global-asp/asp-raw-db/master/data/19767.txt
a6dc65d4-7cbf-4c2a-896c-cff41768d43d,african_storybook,19830,My Little Sister,200,True,5,6,False,-1,0,291,288,78,True,1,5,False,,AXIS_MISMATCH,https://raw.githubusercontent.com/global-asp/asp-raw-db/master/data/19830.txt
4bfcdda1-c709-4306-9ed6-e4795af1fd2d,african_storybook,19854,Teret,200,True,10,11,False,-1,0,1150,1156,138,True,1,10,False,,AXIS_MISMATCH,https://raw.githubusercontent.com/global-asp/asp-raw-db/master/data/19854.txt
3a999f45-8ace-45ac-831a-db5875499c68,african_storybook,19885,Fruits of Freedom,200,True,8,9,False,-1,0,2884,2866,402,True,1,8,False,,AXIS_MISMATCH,https://raw.githubusercontent.com/global-asp/asp-raw-db/master/data/19885.txt
7f58f98b-90a6-4788-a3c2-0dc59fa13c3e,african_storybook,19898,Upside Down World,200,True,19,20,False,-1,0,6045,5999,512,True,1,19,False,,AXIS_MISMATCH,https://raw.githubusercontent.com/global-asp/asp-raw-db/master/data/19898.txt
0177393b-4b8f-4121-87d0-43a5eb7d68c0,african_storybook,19933,Fire Again!,200,True,8,9,False,-1,0,295,295,60,True,1,8,False,,AXIS_MISMATCH,https://raw.githubusercontent.com/global-asp/asp-raw-db/master/data/19933.txt
6beab748-117c-4f5b-9c76-eeb7bd556d1f,african_storybook,20147,Little Jojo's Long Tall Tale,200,True,16,17,False,-1,0,1103,1104,91,True,1,16,False,,AXIS_MISMATCH,https://raw.githubusercontent.com/global-asp/asp-raw-db/master/data/20147.txt
2e2ff397-a56f-4e85-9576-eaa27feb61b4,african_storybook,20148,Cat and Dog and the Ball,200,True,13,14,False,-1,1,310,310,44,True,1,13,False,,AXIS_MISMATCH;EMPTY_PAGES,https://raw.githubusercontent.com/global-asp/asp-raw-db/master/data/20148.txt
e9dc3ac3-bd1c-413d-8306-cb2191ae93eb,african_storybook,20150,Cat and Dog and the Egg,200,True,14,16,False,-2,0,359,360,50,True,1,14,False,,AXIS_MISMATCH,https://raw.githubusercontent.com/global-asp/asp-raw-db/master/data/20150.txt
8e5660d1-67b3-4a1b-a6c7-756c6a70f753,african_storybook,20158,Lynne's Birthday Surprise,200,True,16,17,False,-1,0,2792,2799,396,True,1,16,False,,AXIS_MISMATCH,https://raw.githubusercontent.com/global-asp/asp-raw-db/master/data/20158.txt
c7bb87c5-6c9a-4888-b261-38761409476e,african_storybook,20205,Cat and Dog Draw and Colour,200,True,16,18,False,-2,0,596,596,86,True,1,16,False,,AXIS_MISMATCH,https://raw.githubusercontent.com/global-asp/asp-raw-db/master/data/20205.txt
01752e15-2613-41dc-a194-d3fc93970fce,african_storybook,20299,Ndalo And Pendo – The Best Of Friends,200,True,12,13,False,-1,0,1775,1776,190,True,1,12,False,,AXIS_MISMATCH,https://raw.githubusercontent.com/global-asp/asp-raw-db/master/data/20299.txt
886abe5f-cce6-49d9-870b-6d1e1c3a7cb7,african_storybook,20302,Thimba to the Rescue!,200,True,11,12,False,-1,0,1779,1783,273,True,1,11,False,,AXIS_MISMATCH,https://raw.githubusercontent.com/global-asp/asp-raw-db/master/data/20302.txt
1a908c6d-f245-4a19-b23d-16c6c2dcf945,african_storybook,20367,Holiday Experience,200,True,12,11,False,1,0,358,358,49,True,1,12,False,,AXIS_MISMATCH,https://raw.githubusercontent.com/global-asp/asp-raw-db/master/data/20367.txt
783e23dc-169f-4858-a939-b3ea5bfa1336,african_storybook,20550,A Little  Girl,200,True,8,9,False,-1,0,1001,994,148,True,1,8,False,,AXIS_MISMATCH,https://raw.githubusercontent.com/global-asp/asp-raw-db/master/data/20550.txt
e0e51f98-5703-4dc5-b55f-021fc2f22cb5,african_storybook,20587,The Hyena's Funeral,200,True,16,17,False,-1,0,1245,1252,221,True,1,16,False,,AXIS_MISMATCH,https://raw.githubusercontent.com/global-asp/asp-raw-db/master/data/20587.txt
abaac364-2221-4ee3-8624-0324fbdf7d77,african_storybook,20814,The Girl Who Could Fly,200,True,14,15,False,-1,0,647,648,94,True,1,14,False,,AXIS_MISMATCH,https://raw.githubusercontent.com/global-asp/asp-raw-db/master/data/20814.txt
32274f92-bef6-4649-af7d-18f6cdb1f2a7,african_storybook,2084,Hen and Eagle,200,True,10,11,False,-1,0,2057,2050,303,True,1,10,False,,AXIS_MISMATCH,https://raw.githubusercontent.com/global-asp/asp-raw-db/master/data/2084.txt
