platform,source_id,title,fetch_ok,http_status,n_text,n_image,emitted,missing,extra,bad_scheme,error
african_storybook,36842,THE LAST HOUSE,True,200,4,4,4,0,0,0,
african_storybook,36851,The bad king,True,200,7,8,7,0,1,0,
african_storybook,36888,The successful family,True,200,9,10,9,0,1,0,
african_storybook,36895,The story of my life,True,200,11,12,11,0,1,0,
african_storybook,36897,The PUSH centre,True,200,10,11,10,0,1,0,
african_storybook,36898,My day was great.,True,200,10,11,10,0,1,0,
african_storybook,36899,Layla's garden,True,200,10,11,10,0,1,0,
african_storybook,36904,School begins today,True,200,10,11,10,0,1,0,
african_storybook,36908,Babysitting: The spooky night,True,200,7,8,7,0,1,0,
african_storybook,36909,The children discover a portal,True,200,10,9,9,1,0,0,
african_storybook,36912,I love my family,True,200,10,11,10,0,1,0,
african_storybook,36914,The selfish boy,True,200,10,11,10,0,1,0,
african_storybook,36918,A Boy Named Sun,True,200,6,8,6,0,2,0,
african_storybook,36926,Naughty Natalie,True,200,10,11,10,0,1,0,
african_storybook,36927,The move,True,200,7,8,7,0,1,0,
african_storybook,36931,Why the Sky is Now High,True,200,7,9,7,0,2,0,
african_storybook,36933,How the Moon Got Its Spots,True,200,7,9,7,0,2,0,
african_storybook,36945,How i met my best friend.,True,200,10,11,10,0,1,0,
african_storybook,36987,My December holiday.,True,200,13,14,13,0,1,0,
african_storybook,36993,The Rainbow,True,200,6,7,6,0,1,0,
african_storybook,36998,Lindiwe and her grandmother,True,200,7,8,7,0,1,0,
african_storybook,37009,A problematic Cosmo,True,200,12,13,12,0,1,0,
african_storybook,37033,Bohlale's adventure,True,200,16,17,16,0,1,0,
african_storybook,37036,Thato's journey,True,200,16,17,16,0,1,0,
african_storybook,37096,Thirsty crow,True,200,17,18,17,0,1,0,
african_storybook,37129,Let's fly!,True,200,8,9,8,0,1,0,
african_storybook,37137,Nomfundo and the forest animals,True,200,12,13,12,0,1,0,
african_storybook,37155,Oscar's journey,True,200,12,13,12,0,1,0,
african_storybook,37186,All about friend ship,True,200,7,8,7,0,1,0,
african_storybook,37208,Stay safe,True,200,16,18,16,0,2,0,
african_storybook,37218,Donkey and I book 1,True,200,8,9,8,0,1,0,
african_storybook,37281,Primary Colours,True,200,10,11,10,0,1,0,
african_storybook,37309,My Day,True,200,16,17,16,0,1,0,
african_storybook,37311,Keeping Lala land Clean,True,200,12,13,12,0,1,0,
african_storybook,37350,The man that could...,True,200,5,6,5,0,1,0,
african_storybook,37352,The brave monkey,True,200,4,5,4,0,1,0,
african_storybook,37353,SMARTIE KIDS,True,200,4,5,4,0,1,0,
african_storybook,37385,Magic Words,True,200,20,21,20,0,1,0,
african_storybook,37457,My Five Sense,True,200,14,15,14,0,1,0,
african_storybook,37488,The quiet horse,True,200,8,9,8,0,1,0,
african_storybook,37496,I Love To Be Clean,True,200,14,15,14,0,1,0,
african_storybook,37501,Chico's Dress.,True,200,9,6,6,3,0,0,
african_storybook,37515,The Helping Mouse,True,200,9,10,9,0,1,0,
african_storybook,37541,THE HUNGRY DINOSAUR,True,200,6,7,6,0,1,0,
african_storybook,37552,The Hairless Bear,True,200,6,7,6,0,1,0,
african_storybook,37559,Sripad the trader,True,200,8,4,4,4,0,0,
african_storybook,37579,What Color is that?,True,200,6,7,6,0,1,0,
african_storybook,37629,Laurentia the Great,True,200,5,5,5,0,0,0,
african_storybook,37753,Aha! Said the animals,True,200,8,9,8,0,1,0,
african_storybook,37769,I'm a big girl,True,200,3,4,3,0,1,0,
african_storybook,37810,THE CAMP,True,200,3,4,3,0,1,0,
african_storybook,37831,Isabella's Birthday Surprise,True,200,17,18,17,0,1,0,
african_storybook,37832,Number O,True,200,17,18,17,0,1,0,
african_storybook,37873,The ogre,True,200,5,5,5,0,0,0,
african_storybook,37874,A day at the market,True,200,6,7,6,0,1,0,
african_storybook,37890,The tale of the sun and moon,True,200,5,6,5,0,1,0,
african_storybook,37899,The Cereal.,True,200,8,9,8,0,1,0,
african_storybook,38073,Bea's first day,True,200,12,9,9,3,0,0,
african_storybook,38098,Akhona and the Rainbow,True,200,11,12,11,0,1,0,
african_storybook,38139,Yoshi rules!,True,200,6,7,6,0,1,0,
african_storybook,38163,Too Tall,True,200,6,5,5,1,0,0,
african_storybook,38825,My Egg,True,200,8,9,8,0,1,0,
african_storybook,38831,Rainbow Fish,True,200,8,9,8,0,1,0,
african_storybook,38842,Magic Bird,True,200,12,13,12,0,1,0,
african_storybook,38843,Bobby Falls,True,200,8,9,8,0,1,0,
african_storybook,38872,The Colourful Octopus,True,200,10,11,10,0,1,0,
african_storybook,38974,The Crow and the Fox,True,200,4,5,4,0,1,0,
african_storybook,38977,Adina and the sunflower,True,200,5,6,5,0,1,0,
african_storybook,39060,The Big surprise,True,200,8,7,7,1,0,0,
african_storybook,39100,The Missing Cat,True,200,8,7,7,1,0,0,
african_storybook,39148,Descendants Las Vegas,True,200,8,9,8,0,1,0,
african_storybook,39221,Animal mania,True,200,9,10,9,0,1,0,
african_storybook,39256,Ice Cream Story,True,200,14,15,14,0,1,0,
african_storybook,39281,Kyra's First Day Of Middle Sch,True,200,15,16,15,0,1,0,
african_storybook,39283,Healthy,True,200,6,6,6,0,0,0,
african_storybook,39312,Magic of tiles,True,200,5,6,5,0,1,0,
african_storybook,39423,Dad's long legs,True,200,8,9,8,0,1,0,
african_storybook,39471,Noku's garden,True,200,7,8,7,0,1,0,
african_storybook,39472,Friends forever,True,200,7,8,7,0,1,0,
african_storybook,39500,The wild robot,True,200,5,6,5,0,1,0,
african_storybook,39518,The Big Race,True,200,8,9,8,0,1,0,
african_storybook,39853,At the market,True,200,6,7,6,0,1,0,
african_storybook,39920,Jack the cunning jackal and Jimbo,True,200,7,4,4,3,0,0,
african_storybook,39934,WICKED KING TIGER,True,200,4,5,4,0,1,0,
african_storybook,39946,THE BRAVE OLUYET,True,200,10,11,10,0,1,0,
african_storybook,39947,The farmer and the magic pumpkin,True,200,11,12,11,0,1,0,
african_storybook,40004,How Shiva & Mimi Became Best Friends,True,200,7,8,7,0,1,0,
african_storybook,40020,I love oatmeal,True,200,10,11,10,0,1,0,
african_storybook,40049,Amara the silly girl,True,200,7,8,7,0,1,0,
african_storybook,40063,THE WISE OLDMAN,True,200,9,10,9,0,1,0,
african_storybook,40074,THE TRAPPED RAT,True,200,7,8,7,0,1,0,
african_storybook,40096,Luntha's banana garden,True,200,8,9,8,0,1,0,
african_storybook,40170,Anansi and Turtle,True,200,10,11,10,0,1,0,
african_storybook,40191,TRIP TO THE BAZAAR,True,200,5,6,5,0,1,0,
african_storybook,40252,Drawing a rainbow,True,200,8,9,8,0,1,0,
african_storybook,40311,WHEN ELEPHANT RULED,True,200,8,9,8,0,1,0,
african_storybook,40334,Each one is different,True,200,3,4,3,0,1,0,
african_storybook,40344,A journey by a train,True,200,7,8,7,0,1,0,
african_storybook,40360,Coach Joy and her players,True,200,5,6,5,0,1,0,
african_storybook,40777,The big tree,True,200,6,7,6,0,1,0,
african_storybook,5266,My Family And I,True,200,9,10,9,0,1,0,
african_storybook,5377,Pam-Pam Bird,True,200,11,11,11,0,0,0,
african_storybook,5394,A Hot Saturday,True,200,9,10,9,0,1,0,
african_storybook,5397,The Clever Little Bird,True,200,12,13,12,0,1,0,
african_storybook,5413,Lion's Fire Sticks (Level 5),True,200,14,15,14,0,1,0,
african_storybook,5566,Two Good Friends,True,200,5,3,3,2,0,0,
african_storybook,6165,Inyang and the Bird,True,200,17,18,17,0,1,0,
african_storybook,6369,Fruits,True,200,8,9,8,0,1,0,
african_storybook,6895,What Vusi's sister said,True,200,13,14,13,0,1,0,
african_storybook,7387,The Bleeding Apple,True,200,10,9,9,1,0,0,
african_storybook,7555,The Girl Who Played,True,200,14,15,14,0,1,0,
african_storybook,7590,Nanu's Taxi,True,200,16,17,16,0,1,0,
african_storybook,7652,My Grandma,True,200,5,6,5,0,1,0,
african_storybook,7656,Little Badger Goes to the Moon,True,200,12,13,12,0,1,0,
african_storybook,7769,The Rat,True,200,12,13,12,0,1,0,
african_storybook,8220,Esther Takes Mummy's Sweets,True,200,5,6,5,0,1,0,
african_storybook,8487,Baby Snatched By Cranes,True,200,8,9,8,0,1,0,
african_storybook,8554,The Staring Game,True,200,7,8,7,0,1,0,
african_storybook,8815,A Dancer's Tale: The Story of Phyllis Spira,True,200,12,13,12,0,1,0,
african_storybook,8950,Sindiwe and the Fireflies,True,200,12,13,12,0,1,0,
african_storybook,920,King of the Birds,True,200,12,13,12,0,1,0,
african_storybook,9208,The Boy Who Nobody Loved,True,200,16,17,16,0,1,0,
african_storybook,9266,What Colors Do You Like?,True,200,12,13,12,0,1,0,
african_storybook,9299,The Race,True,200,10,11,10,0,1,0,
african_storybook,9545,Old Rooster,True,200,12,13,12,0,1,0,
african_storybook,9663,Clever Goats,True,200,5,6,5,0,1,0,
african_storybook,9668,My Baby Boy,True,200,3,4,3,0,1,0,
african_storybook,9702,Flowers,True,200,8,9,8,0,1,0,
african_storybook,9733,Domestic Birds,True,200,4,5,4,0,1,0,
african_storybook,9765,We Play to Learn,True,200,7,8,7,0,1,0,
african_storybook,9766,Kumbana's Child,True,200,12,13,12,0,1,0,
african_storybook,9787,Crushed Louse,True,200,8,9,8,0,1,0,
african_storybook,9792,Keke's Swing,True,200,12,13,12,0,1,0,
african_storybook,9797,Girl Called Norah,True,200,8,9,8,0,1,0,
african_storybook,9809,A tiny seed: The story of Wangari Maathai,True,200,12,13,12,0,1,0,
african_storybook,9825,Soccer Game,True,200,8,9,8,0,1,0,
african_storybook,9830,Rain for Nomvula,True,200,8,9,8,0,1,0,
african_storybook,988,One Hot Saturday Afternoon,True,200,12,13,12,0,1,0,
african_storybook,9881,The Banana Thieves,True,200,13,14,13,0,1,0,
african_storybook,9902,Imagine,True,200,9,10,9,0,1,0,
african_storybook,9966,Why the Library Was Built?,True,200,12,13,12,0,1,0,
african_storybook,9968,My Trip to the Zoo,True,200,8,9,8,0,1,0,
african_storybook,9984,Zama is great!,True,200,12,13,12,0,1,0,
african_storybook,9985,Man Who Built His Own House,True,200,12,13,12,0,1,0,
bloom,01160c01-618d-46c2-b554-75150c070e1e,"Don't Cry, My Child",True,200,8,8,8,0,0,0,
bloom,01bb98de-b779-48c8-8f0f-d910a49ab07f,Big and little,True,200,10,10,10,0,0,0,
bloom,0402521f-38a8-42a9-981b-1145491ea9c2,Too Big! Too Small!,True,200,12,12,12,0,0,0,
bloom,0462b9b2-4acd-433a-9b7a-25caaa15225b,I Like to Draw,True,200,9,9,9,0,0,0,
bloom,05bdb04b-3f95-4e7f-9332-f5444a7fca1a,Noakawir and the Beans,True,200,25,25,25,0,0,0,
bloom,0611c29e-f724-4b82-9e14-0e4d9c0ec193,The Hungry Crocodile,True,200,5,5,5,0,0,0,
bloom,06388454-77ed-4950-936c-18c9a9531b53,What is this I hear?,True,200,10,10,10,0,0,0,
bloom,07a32d7c-fa0c-40e8-bc4e-c7145c4aed4e,Naughty or Not,True,200,11,11,11,0,0,0,
bloom,095b07fe-195c-4cfa-9397-7e361bc32ff0,My Car,True,200,6,6,6,0,0,0,
bloom,09c4a597-de75-4eaa-b1d3-d751d93fc82f,Where is My Mother?,True,200,11,11,11,0,0,0,
bloom,0a38c9cf-0606-4ad4-aefb-8a97c44d62d9,"A Street, or a Zoo?",True,200,11,11,11,0,0,0,
bloom,0cd33383-ee19-4c86-833d-51a3a9368ef4,Coco's Adventures,True,200,12,12,12,0,0,0,
bloom,109801f8-e5f8-48eb-8705-5b413b582d59,Leela Learns to Ride!,True,200,8,8,8,0,0,0,
bloom,150e82e8-e14d-41af-a897-28d5816a42cb,Nani's Durian,True,200,8,8,8,0,0,0,
bloom,1ac0266a-60eb-4838-a25c-68ff3d5ebbae,Curious baby elephant,True,200,21,21,21,0,0,0,
bloom,1e05b104-7886-4654-829e-29863d35b831,"Goat, Dog and Cow",True,200,8,8,8,0,0,0,
bloom,22785a51-5eeb-421f-a52d-0e1fa47ad35f,Busy Ants,True,200,10,10,10,0,0,0,
bloom,22e8ca3b-9cb6-465a-b3ab-5eb0753aab92,Dancing,True,200,5,5,5,0,0,0,
bloom,232b4859-e9d8-497b-90bd-d4d6d1d8e038,Rain,True,200,8,8,8,0,0,0,
bloom,24b31158-0cda-4ef3-a7c9-faa9903073d5,"""My fish!"" ""No, my fish!""",True,200,11,11,11,0,0,0,
bloom,24cf0eb3-8688-483e-a279-8c2a53f0e884,We Are All Animals,True,200,27,27,27,0,0,0,
bloom,27a68d85-2143-46a9-9817-d6d026a2a020,Bed-Time Stories,True,200,7,7,7,0,0,0,
bloom,293fbcf7-33f8-4807-8040-e71d3b9255d4,Tintu's Day at the Garden,True,200,6,6,6,0,0,0,
bloom,2c38efe1-cfa2-4690-a9df-c1dce34cd251,I Am Not Afraid!,True,200,11,11,11,0,0,0,
bloom,2c6ce11c-66a8-40c1-bc82-1e9be8410301,Baby Goats,True,200,5,5,5,0,0,0,
bloom,2e5d2a58-7ab9-4694-baeb-806fe7ec10f2,How to Catch the Wind,True,200,8,8,8,0,0,0,
bloom,314b2bd9-4328-407b-8383-452e32a807eb,The Moon and the Cap,True,200,12,12,12,0,0,0,
bloom,33c35227-7327-4f01-ae44-4167269d1472,Can and Can't,True,200,7,7,7,0,0,0,
bloom,352529f5-f5f1-44fd-b66f-222f7bfb7309,"Touch Commands 1 Phase 1, Unit 02, Game 03c Mvskoke Growing Bilingual Community",True,200,8,8,8,0,0,0,
bloom,37f47916-0ca4-427f-8e09-83e74a369399,Pip Visits the Planets,True,200,11,11,11,0,0,0,
bloom,38b2f0c5-46a4-4792-9ee2-eb389488a26f,Look in the sky. What do you see?,True,200,10,10,10,0,0,0,
bloom,39382464-4b77-488c-8fd6-a079dc7eaa22,I Can Make Things!,True,200,11,11,11,0,0,0,
bloom,39b34ff9-4c9b-48db-8104-71655e93b463,"Tails and Horns and Stuff Phase 1, Unit 5, Game 4 Mvskoke Growing Bilingual Community",True,200,8,8,8,0,0,0,
bloom,3b9944ca-2137-4101-a390-bf3ed5b505e1,"People 1 Phase 1, Unit 1, Game 1 Mvskoke Growing Bilingual Community",True,200,33,33,33,0,0,0,
bloom,3c0d7564-4c97-4d80-8214-29c4af72d35e,Wild Cat! Wild Cat!,True,200,10,10,10,0,0,0,
bloom,3f87bf86-11c0-49fa-8966-63cff7ed0f28,We made a decision,True,200,16,16,16,0,0,0,
bloom,409a37a2-27aa-4bae-8421-8aafeab23bf6,Where Is It?,True,200,10,10,10,0,0,0,
bloom,40b14297-e2c9-4977-b222-cc00cc9f6cce,"Object Positions 1 Phase 1, Unit 02, Game 03a Mvskoke Growing Bilingual Community",True,200,5,5,5,0,0,0,
bloom,410ca735-a70e-4b36-8899-aa4ab41a1127,Jesus Feeds the Multitude,True,200,7,7,7,0,0,0,
bloom,411f6dd4-ade3-4c44-b443-0cf3646ba3bb,Anna’s Adventure,True,200,6,6,6,0,0,0,
bloom,41e96c26-70a0-4341-8560-c9ab638b1aba,The Colourful Butterfly,True,200,10,10,10,0,0,0,
bloom,43f98ac5-0061-40a5-969e-dbec2f5d6cb4,I Can Help!,True,200,11,11,11,0,0,0,
bloom,442fd0c3-a935-4d65-9ca9-33602df5f660,Where is my jacket?,True,200,11,11,11,0,0,0,
bloom,46326cbb-ba36-4691-9754-c1585bd0adc2,Listen to my Body,True,200,21,21,21,0,0,0,
bloom,468f071b-8251-4554-9e6f-21bfd9c5e57d,Maria's Family,True,200,11,11,11,0,0,0,
bloom,47dbea42-21c8-41d6-bd15-3718fe81bdbf,What Type of Teeth?,True,200,8,8,8,0,0,0,
bloom,495f6e13-3884-4a70-9e02-50918551e860,Luwo’s House,True,200,10,10,10,0,0,0,
bloom,4c88d493-a3e0-437a-8ee5-7599be7a2b3c,A careless man,True,200,8,8,8,0,0,0,
bloom,4cacdc53-49b4-4a10-a6da-763a521a1002,Anna is a Big Girl,True,200,12,12,12,0,0,0,
bloom,4e1a12a3-5bd4-415b-a697-a1fe7824ce1c,02 - Cat and Dog and the Ball,True,200,12,12,12,0,0,0,
bloom,4eb2ee6c-9c10-469c-9f4f-7b68fa1a3ac3,Crocodile and Baboon,True,200,8,8,8,0,0,0,
bloom,4ffbc553-75ba-4499-84c4-3de5c923a3a5,"Vayu, the Wind",True,200,10,10,10,0,0,0,
bloom,518623fc-2bf1-4d68-8b76-33e0a7c8f421,My Best Friend,True,200,11,11,11,0,0,0,
bloom,537842d8-96e1-4fb5-a31d-deb1092e3bb8,Princess Amiya,True,200,30,30,30,0,0,0,
bloom,568520d6-465e-4a57-b7a6-dd5055cf43c6,Going Home,True,200,11,11,11,0,0,0,
bloom,56b99e82-1b18-4221-b3b1-a045ecc1093c,Smile Please!,True,200,11,11,11,0,0,0,
bloom,593c881e-afca-42be-8345-c2d8578c912c,Mosquito,True,200,11,11,11,0,0,0,
bloom,599e7c36-e865-4708-aa29-cbb943080df3,Big Blue Bus,True,200,15,15,15,0,0,0,
bloom,59faeb10-7773-4e68-9579-664f37737f23,True friends,True,200,5,5,5,0,0,0,
bloom,5ac2b794-4da1-4ee7-b18b-dd573d382db9,Our community,True,200,10,10,10,0,0,0,
bloom,5b22e8be-bf5f-4259-a0d4-cae7d6365a3f,Dembe the Businessman,True,200,9,9,9,0,0,0,
bloom,5e6546b9-dea5-4d32-80dd-ce5e29fb0b35,Little Painters,True,200,11,11,11,0,0,0,
bloom,6733ac6c-5e59-4a15-801f-7cb0c54b6dd0,Child As a Peacemaker,True,200,12,12,12,0,0,0,
bloom,68fbe614-d19c-4d76-a6f4-b0b9ccbf0e7d,The hungry caterpillar,True,200,9,9,9,0,0,0,
bloom,6b5825ee-0afa-4bb5-9394-9e69120c3ca5,What Is It? EDITED BY WADE,True,200,12,12,12,0,0,0,
bloom,6c0fbc11-808d-4c80-93b0-6dea501c0809,Lost and Found,True,200,11,11,11,0,0,0,
bloom,6c2a2c2f-e0d9-4ce8-85c9-2962ddb2584d,The Widow and the Judge,True,200,7,7,7,0,0,0,
bloom,6c784ea2-cfa2-4246-b1a3-c78401dc3a37,This and That,True,200,7,7,7,0,0,0,
bloom,6f2c6423-8dbe-4a27-a41a-ac1aae4ebd98,Azizi the doll,True,200,12,12,12,0,0,0,
bloom,6f7c4247-7d8d-4e91-b0fb-24c822607e43,Let's go,True,200,11,11,11,0,0,0,
bloom,7332e9c1-d60b-4ffe-a3bf-f0542a47f887,The New Baby.,True,200,7,7,7,0,0,0,
bloom,7665adb0-6335-4457-adf1-a7a72f006375,Our Father,True,200,10,10,10,0,0,0,
bloom,79a4b0d1-2040-40c4-a955-980eaeb6e2cd,A5-Why Can't We Glow Like Fireflies?,True,200,13,13,13,0,0,0,
bloom,7ccef56e-0191-4b4b-8fd8-08f4ae184bca,Annual Haircut Day,True,200,19,19,19,0,0,0,
bloom,7df1a879-2012-40df-bee2-ea837486411f,Our Home,True,200,10,10,10,0,0,0,
bloom,7e5a8e9d-28bd-4081-8509-fd081829eeff,Dog's Day,True,200,11,11,11,0,0,0,
bloom,7edab369-1311-40fa-acba-3c3d7c23a9ce,"Rain, Rain",True,200,12,12,12,0,0,0,
bloom,7f92380a-2613-421a-a49f-d086f1a516a1,Look At Me,True,200,11,11,11,0,0,0,
bloom,80ff107f-ae67-4cac-8d57-e5bde2d17633,Where the Pet Sat?,True,200,6,6,6,0,0,0,
bloom,81d45baf-49bd-4321-9182-c7473e975d95,"(3-5) Spider, Spider",True,200,15,15,15,0,0,0,
bloom,8556513d-be23-4945-bf27-cb4317497219,Bintu and Bingo,True,200,19,19,19,0,0,0,
bloom,86719656-00fb-416b-8482-793ccafe0364,Colours,True,200,11,11,11,0,0,0,
bloom,8b280edc-ab53-4598-9129-085bb2e04455,A Very Tall Man,True,200,11,11,11,0,0,0,
bloom,8bb25a45-52d8-44ef-9731-a6ed96be4ac4,Importance of trees,True,200,7,7,7,0,0,0,
bloom,8cbf55b5-c0de-490c-84c4-d3dc73bf34cc,The day the Sun went away,True,200,12,12,12,0,0,0,
bloom,8d7d0cee-5d21-41b3-92c4-aaf741bb6947,What Are They Doing?,True,200,10,10,10,0,0,0,
bloom,8f0e7b55-73c4-41b0-9095-65d25ece1f2f,Fat King Thin Dog,True,200,7,7,7,0,0,0,
bloom,9455894a-b5b1-475e-a06f-0ea256897a07,My red ball,True,200,16,16,16,0,0,0,
bloom,985f9b3a-bd32-4eaa-938a-a47c694c1ad7,They Can Do Many Things,True,200,8,8,8,0,0,0,
bloom,9c801b5e-a190-43e3-83a1-cabf69346bad,Friends,True,200,16,16,16,0,0,0,
bloom,9dace09b-04f4-4a5a-9787-c25544ab4046,No Pigs Allowed,True,200,11,11,11,0,0,0,
bloom,9ebd7300-edfc-4359-a303-10aaf0ebc919,Joy goes to school,True,200,11,11,11,0,0,0,
bloom,9fdf0e7f-9ed0-49a7-95a3-5514e4a6b5f7,What Does Anu See?,True,200,11,11,11,0,0,0,
bloom,a01270f6-69d6-4eba-b6da-253098fe015e,Watch Out! The Tiger is Here!,True,200,7,7,7,0,0,0,
bloom,a44e50a7-1b1d-4861-a066-4efda45b1b72,My Favorite Color,True,200,21,21,21,0,0,0,
bloom,a4b21445-88df-4315-9c6c-e6e4d7e7f196,Sweet and Sour (Tell me now series),True,200,11,11,11,0,0,0,
bloom,a4fb7830-77c8-4022-af2a-2c7672f7d20b,Timmy and Pepe,True,200,11,11,11,0,0,0,
bloom,a6372358-e984-4c17-8bdf-f1d7ff8db4a6,Aaloo-Maaloo-Kaaloo,True,200,8,8,8,0,0,0,
bloom,a96ddda3-98ea-46dd-a38b-a1e34431c076,Yellow,True,200,11,11,11,0,0,0,
bloom,a9e9846b-cc8f-40bf-9e25-32c1b9c14444,Fishing in My Village,True,200,13,13,13,0,0,0,
bloom,aa66ad93-d1a3-4f4e-996c-3b98d7b77765,Clouds,True,200,4,4,4,0,0,0,
bloom,aaf1debf-3625-4d52-aa42-230883c31605,Fun with Balloon,True,200,5,5,5,0,0,0,
bloom,ac2d472e-57da-46a4-a6bc-a526f7c0739a,Where is my bat?,True,200,8,8,8,0,0,0,
bloom,ade8e83d-9b2a-4bd5-8404-e0a4385a9113,Colours of Nature,True,200,16,16,16,0,0,0,
bloom,af3a398d-9cef-400d-bab5-6548575412bf,A5-Who is our Friend?,True,200,12,12,12,0,0,0,
bloom,af8da967-c9d1-4311-938b-4a20b8df5403,Bunty and Bubbly,True,200,11,11,11,0,0,0,
bloom,b01521d4-d283-46be-8ebc-91eb93147d16,Happy and Sad,True,200,11,11,11,0,0,0,
bloom,b0f2a9ab-2326-4686-aa36-f8d57c859345,Wewak Boy,True,200,9,9,9,0,0,0,
bloom,b30b0142-c791-4a52-9a5e-a4d4e4f4bf2a,Jobs,True,200,9,9,9,0,0,0,
bloom,b3f503ec-5d7f-4362-bac4-bf6673143813,Noisy Crows,True,200,12,12,12,0,0,0,
bloom,b700877a-f0e4-483b-8e9a-e1b4cd726022,Disability is not inability,True,200,8,8,8,0,0,0,
bloom,b72f5939-1786-49f6-ada2-543d51f87099,Who eats this?,True,200,10,10,10,0,0,0,
bloom,b8656f29-a042-4bb7-95de-6da542ed7b8d,Chhuk-Chhuk-Chhak,True,200,7,7,7,0,0,0,
bloom,b8b72cfb-8922-41c0-a168-a9c6fd299318,How Ant Saved Dove,True,200,27,27,27,0,0,0,
bloom,bc9486ea-c355-4655-8662-a018f5d5a9aa,(07) Look at the Animals,True,200,8,8,8,0,0,0,
bloom,bdcff856-7ae6-4191-9b33-7d9a327742bb,The Train Journey,True,200,6,6,6,0,0,0,
bloom,bf26d12c-f74e-44b8-8dd4-50bed0d71aa1,My Friends,True,200,11,11,11,0,0,0,
bloom,bf6fe85c-a533-4922-9492-afc63d992ce5,02 - Cat and Dog: Words,True,200,55,55,55,0,0,0,
bloom,c3864205-a58a-425d-9af2-439c0d61e721,Arrogant Bird Learned Lesson,True,200,4,4,4,0,0,0,
bloom,c82262e3-4cc0-4346-8359-5de22b43827f,I Feel,True,200,6,6,6,0,0,0,
bloom,cb1d0cee-1203-48a0-96ee-176ef8f3f6d8,Where is my Dolly?,True,200,8,8,8,0,0,0,
bloom,cb34b41b-3c64-401c-8166-76a0127e2911,Pinky,True,200,6,6,6,0,0,0,
bloom,ce0f2ffb-f514-417a-8b17-4de70ab8d851,The Mango Tree,True,200,6,6,6,0,0,0,
bloom,cf425be1-d87e-45f8-87af-963cad54e218,The Three Little Kittens,True,200,13,13,13,0,0,0,
bloom,d18c4245-f14b-4b1d-8eb5-267ee33208bd,My Cat,True,200,6,6,6,0,0,0,
bloom,d220d029-3e29-4b8b-bd27-660ffd55bf28,Story 4: Lara the Yellow Ladybug,True,200,17,17,17,0,0,0,
bloom,d4393f63-7f98-4217-b5de-f0d4c54c8397,Dina's Magical Garden Adventure,True,200,12,12,12,0,0,0,
bloom,d4505e44-754c-4899-8419-bb79f5386293,Many Bananas,True,200,8,8,8,0,0,0,
bloom,d769a54d-6d41-4d64-b6a9-21bb0f0c3902,What Jobs Can I Do?,True,200,12,12,12,0,0,0,
bloom,d88e8285-fe17-4bb5-9910-9303834521ba,Fox and Rooster,True,200,12,12,12,0,0,0,
bloom,daef0274-25f2-4606-814a-00073065953a,Holidays,True,200,4,4,4,0,0,0,
bloom,def898a3-141b-4d2a-a98e-5cbaeb15be67,The Lord is My Shepherd,True,200,11,11,11,0,0,0,
bloom,df1160eb-c520-4a60-a97b-99f70abbc2f9,The Day of an Owl,True,200,9,9,9,0,0,0,
bloom,df171156-07f1-4336-a7c0-f868763b45da,My Brother and Me,True,200,11,11,11,0,0,0,
bloom,e2a0fdfa-8758-487b-a5b9-51a2c623d8b4,Tell me now! - 'Good For You',True,200,11,11,11,0,0,0,
bloom,e2d15511-a7cd-4ada-990d-7a70b8f00343,Rabbit Goes to a Party,True,200,7,7,7,0,0,0,
bloom,e5e7a4e1-7ee4-4b5c-95b2-96b2d69a1729,Tell the Story!,True,200,9,9,9,0,0,0,
bloom,e6198cba-b698-4dd6-a486-e71d4f3babf2,Proverbs of the Nyungwe People,True,200,15,15,15,0,0,0,
bloom,ef4f0b8a-b605-47e8-aac2-3319591c6b9c,The big wave,True,200,6,6,6,0,0,0,
bloom,f25fe9f8-a91e-441b-92e1-6001ec356941,Remo's Shoes,True,200,15,15,15,0,0,0,
bloom,fc73d674-4519-4929-9c13-c74d50f15521,"Meet the Family Phase 1, Unit 5, Game 5 Mvskoke Growing Bilingual Community",True,200,8,8,8,0,0,0,
bloom,fef29f44-f0ac-4bc4-a12e-ae554180af12,Kila the Village Hero,True,200,14,14,14,0,0,0,
